year,country,activity,sex,age,fatal,datetime_column,string_column,month,season
2019,USA,swimming,F,26,no,2019-08-20 00:00:00,20-Aug-2019,8,Summer
2019,FIJI,fishing,M,32,no,2019-08-16 00:00:00,16-Aug-2019,8,Summer
2019,USA,wading,M,9,no,2019-08-16 00:00:00,16-Aug-2019,8,Summer
2019,USA,surfing,M,16,no,2019-08-11 00:00:00,11-Aug-2019,8,Summer
2019,USA,standing,M,51,no,2019-08-04 00:00:00,04-Aug-2019,8,Summer
2019,USA,surfing,F,21,no,2019-08-03 00:00:00,03-Aug-2019,8,Summer
2019,USA,surfing,M,20,no,2019-08-03 00:00:00,03-Aug-2019,8,Summer
2019,USA,diving,M,37,no,2019-08-03 00:00:00,03-Aug-2019,8,Summer
2019,USA,swimming,M,49,no,2019-07-29 00:00:00,29-Jul-2019,7,Summer
2019,USA,fishing,M,,no,2019-07-30 00:00:00,30-Jul-2019,7,Summer
2019,USA,surfing,M,18,no,2019-07-29 00:00:00,29-Jul-2019,7,Summer
2019,AUSTRALIA,snorkeling,F,,unknown,2019-07-28 00:00:00,28-Jul-2019,7,Summer
2019,USA,boogie boarding,M,49,no,2019-07-27 00:00:00,27-Jul-2019,7,Summer
2019,USA,surfing,M,23,no,2019-07-27 00:00:00,27-Jul-2019,7,Summer
2019,USA,surfing,M,18,no,2019-07-22 00:00:00,22-Jul-2019,7,Summer
2019,USA,diving,,,unknown,2019-07-18 00:00:00,18-Jul-2019,7,Summer
2019,NEW ZEALAND,diving,M,45,no,2019-07-17 00:00:00,Reported 17-Jul-2019,7,Summer
2019,USA,surfing,F,,no,2019-07-16 00:00:00,16-Jul-2019,7,Summer
2019,USA,boogie boarding,F,16,no,2019-07-12 00:00:00,12-Jul-2019,7,Summer
2019,SOUTH AFRICA,surfing,M,20's,no,2019-07-10 00:00:00,10-Jul-2019,7,Summer
2019,AUSTRALIA,paddle boarding,M,43,no,2019-07-09 00:00:00,09-Jul-2019,7,Summer
2019,MEXICO,fishing,M,,no,2019-07-06 00:00:00,06-Jul-2019,7,Summer
2019,BAHAMAS,snorkeling,M,32,no,2019-07-04 00:00:00,04-Jul-2019,7,Summer
2019,USA,surfing,M,18,no,2019-06-30 00:00:00,30-Jun-2019,6,Summer
2019,BAHAMAS,snorkeling,F,21,yes,2019-06-26 00:00:00,26-Jun-2019,6,Summer
2019,BAHAMAS,fishing,M,,no,2019-06-21 00:00:00,21-Jun-2019,6,Summer
2019,USA,swimming,M,8,no,2019-06-16 00:00:00,16-Jun-2019,6,Summer
2019,BAHAMAS,snorkeling,M,50,unknown,2019-06-17 00:00:00,17-Jun-2019,6,Summer
2019,USA,swimming,M,64,no,2019-06-16 00:00:00,16-Jun-2019,6,Summer
2019,USA,surfing,M,19,no,2019-06-10 00:00:00,10-Jun-2019,6,Summer
2019,AUSTRALIA,diving,M,,no,2019-06-06 00:00:00,Reported 06-Jun-2019,6,Summer
2019,AUSTRALIA,surfing,M,,no,2019-06-05 00:00:00,05-Jun-2019,6,Summer
2019,USA,standing,F,17,no,2019-06-02 00:00:00,02-Jun-2019,6,Summer
2019,NEW CALEDONIA,fishing,M,43,yes,2019-05-29 00:00:00,29-May-2019,5,Spring
2019,USA,swimming,M,65,yes,2019-05-25 00:00:00,25-May-2019,5,Spring
2019,NEW CALEDONIA,swimming,M,10,no,2019-05-25 00:00:00,25-May-2019,5,Spring
2019,USA,body boarding,M,67,no,2019-05-20 00:00:00,20-May-2019,5,Spring
2019,FIJI,diving,M,,no,2019-05-17 00:00:00,17-May-2019,5,Spring
2019,USA,surfing,M,,no,2019-05-14 00:00:00,14-May-2019,5,Spring
2019,AUSTRALIA,surfing,M,53,no,2019-05-14 00:00:00,14-May-2019,5,Spring
2018,REUNION ISLAND,surfing,M,28,yes,2018-05-09 00:00:00,09-May-2018,5,Spring
2019,USA,swimming,F,34,no,2019-05-08 00:00:00,08-May-2019,5,Spring
2019,USA,surfing,F,28,no,2019-05-07 00:00:00,07-May-2019,5,Spring
2019,BRAZIL,fishing,M,12,no,2019-05-04 00:00:00,04-May-2019,5,Spring
2019,USA,fishing,M,,no,2019-05-01 00:00:00,01-May-2019,5,Spring
2019,AUSTRALIA,fishing,M,18,no,2019-04-27 00:00:00,Reported 27-Apr-2019,4,Spring
2019,USA,kayaking,F,65,no,2019-04-23 00:00:00,23-Apr-2019,4,Spring
2019,USA,,M,25,no,2019-04-21 00:00:00,21-Apr-2019,4,Spring
2019,USA,boogie boarding,F,10,no,2019-04-12 00:00:00,12-Apr-2019,4,Spring
2019,USA,picking opihi,M,58,no,2019-04-06 00:00:00,06-Apr-2019,4,Spring
2019,USA,swimming,M,23,no,2019-04-06 00:00:00,06-Apr-2019,4,Spring
2019,CHINA,diving,F,,no,2019-04-05 00:00:00,05-Apr-2019,4,Spring
2019,USA,paddling an outrigger canoe,M,74,no,2019-03-26 00:00:00,26-Mar-2019,3,Spring
2019,AUSTRALIA,swimming,M,25,no,2019-03-25 00:00:00,25-Mar-2019,3,Spring
2019,USA,surfing,M,46,no,2019-03-22 00:00:00,22-Mar-2019,3,Spring
2019,MEXICO,swimming,M,32,no,2019-03-21 00:00:00,21-Mar-2019,3,Spring
2019,USA,swimming,M,58,no,2019-03-16 00:00:00,16-Mar-2019,3,Spring
2019,USA,boogie boarding,M,11,no,2019-03-12 00:00:00,12-Mar-2019,3,Spring
2019,USA,surfing,M,,no,2019-03-05 00:00:00,05-Mar-2019,3,Spring
2019,SOUTH AFRICA,fishing,M,46,no,2019-03-05 00:00:00,05-Mar-2019,3,Spring
2018,USA,surfing,M,,no,2018-02-18 00:00:00,18-Feb-2018,2,Winter
2019,AUSTRALIA,surfing,M,41,no,2019-02-17 00:00:00,17-Feb-2019,2,Winter
2019,BRAZIL,surfing,M,31,no,2019-02-14 00:00:00,14-Feb-2019,2,Winter
2019,AUSTRALIA,fishing,M,25,no,2019-02-10 00:00:00,10-Feb-2019,2,Winter
2019,USA,surfing,M,,no,2019-02-04 00:00:00,04-Feb-2019,2,Winter
2019,AUSTRALIA,surfing,M,50,no,2019-02-04 00:00:00,04-Feb-2019,2,Winter
2019,SOUTH AFRICA,fishing,M,,no,2019-02-02 00:00:00,02-Feb-2019,2,Winter
2019,USA,fishing,M,50,no,2019-02-02 00:00:00,02-Feb-2019,2,Winter
2019,REUNION ISLAND,fishing,M,41,yes,2019-01-30 00:00:00,30-Jan-2019,1,Winter
2019,NEW ZEALAND,boogie boarding,F,17,no,2019-01-29 00:00:00,29-Jan-2019,1,Winter
2019,AUSTRALIA,swimming,F,15,no,2019-01-14 00:00:00,14-Jan-2019,1,Winter
2019,AUSTRALIA,wading,F,9 & 60,no,2019-01-10 00:00:00,10-Jan-2019,1,Winter
2019,USA,surfing,M,19,no,2019-01-08 00:00:00,8-Jan-2019,1,Winter
2018,MEXICO,diving,M,35,yes,2018-12-18 00:00:00,18-Dec-2018,12,Winter
2018,AUSTRALIA,,M,48,no,2018-12-15 00:00:00,15-Dec-2018,12,Winter
2018,NEW ZEALAND,fishing,M,24,no,2018-12-15 00:00:00,15-Dec-2018,12,Winter
2018,NEW ZEALAND,fishing,M,50,no,2018-12-09 00:00:00,09-Dec-2018,12,Winter
2018,AUSTRALIA,surfing,M,36,no,2018-12-09 00:00:00,09-Dec-2018,12,Winter
2018,AUSTRALIA,surfing,M,20s,no,2018-11-28 00:00:00,28-Nov-2018,11,Autumn
2018,USA,surfing,M,48,no,2018-11-24 00:00:00,24-Nov-2018,11,Autumn
2018,AUSTRALIA,fishing,M,17,no,2018-11-18 00:00:00,18-Nov-2018,11,Autumn
2018,AUSTRALIA,surfing,M,24,no,2018-11-17 00:00:00,17-Nov-2018,11,Autumn
2018,AUSTRALIA,kayaking,M,31,no,2018-11-14 00:00:00,14-Nov-2018,11,Autumn
2018,SOUTH AFRICA,fishing,M,41,no,2018-11-11 00:00:00,11-Nov-2018,11,Autumn
2018,AUSTRALIA,body boarding,M,20,no,2018-11-11 00:00:00,11-Nov-2018,11,Autumn
2018,BAHAMAS,swimming,M,8,no,2018-11-09 00:00:00,09-Nov-2018,11,Autumn
2018,AUSTRALIA,surfing,M,42,no,2018-11-07 00:00:00,07-Nov-2018,11,Autumn
2018,AUSTRALIA,swimming,M,33,yes,2018-11-05 00:00:00,05-Nov-2018,11,Autumn
2018,EGYPT,diving,M,,no,2018-11-03 00:00:00,03-Nov-2018,11,Autumn
2018,AUSTRALIA,surfing,M,,no,2018-10-24 00:00:00,24-Oct-2018,10,Autumn
2018,USA,surfing,F,,no,2018-10-23 00:00:00,23-Oct-2018,10,Autumn
2018,USA,surfing,M,29,no,2018-10-23 00:00:00,23-Oct-2018,10,Autumn
2018,USA,diving,M,,no,2018-10-23 00:00:00,23-Oct-2018,10,Autumn
2018,AUSTRALIA,surfing,M,50,no,2018-10-19 00:00:00,19-Oct-2018,10,Autumn
2018,NEW ZEALAND,surfing,M,25,no,2018-10-19 00:00:00,19-Oct-2018,10,Autumn
2018,SAMOA,surf skiing,M,,no,2018-10-16 00:00:00,Reported 16-Oct-2018,10,Autumn
2018,AUSTRALIA,fishing,M,,no,2018-10-13 00:00:00,13-Oct-2018,10,Autumn
2018,USA,surfing,F,,no,2018-10-11 00:00:00,11-Oct-2018,10,Autumn
2018,AUSTRALIA,fishing,M,55,no,2018-10-08 00:00:00,08-Oct-2018,10,Autumn
2018,USA,diving,M,13,no,2018-09-29 00:00:00,29-Sep-2018,9,Autumn
2018,AUSTRALIA,,M,17,no,2018-09-28 00:00:00,28-Sep-2018,9,Autumn
2018,USA,fishing,M,55,no,2018-09-27 00:00:00,27-Sep-2018,9,Autumn
2018,FIJI,diving,M,30s,no,2018-09-23 00:00:00,23-Sep-2018,9,Autumn
2018,BAHAMAS,fishing,F,32,no,2018-09-23 00:00:00,23-Sep-2018,9,Autumn
2018,USA,,F,,no,2018-09-20 00:00:00,20-Sep-2018,9,Autumn
2018,JAMAICA,fishing,M,43,yes,2018-09-19 00:00:00,19-Sep-2018,9,Autumn
2018,AUSTRALIA,swimming,F,12,no,2018-09-20 00:00:00,20-Sep-2018,9,Autumn
2018,AUSTRALIA,swimming,F,46,no,2018-09-19 00:00:00,19-Sep-2018,9,Autumn
2018,USA,boogie boarding,M,26,yes,2018-09-15 00:00:00,15-Sep-2018,9,Autumn
2018,USA,surfing,M,39,no,2018-09-08 00:00:00,08-Sep-2018,9,Autumn
2018,USA,stand-up paddleboarding,M,23,no,2018-09-08 00:00:00,08-Sep-2018,9,Autumn
2018,USA,surfing,M,60s,no,2018-09-07 00:00:00,07-Sep-2018,9,Autumn
2018,IRELAND,fishing,M,40,no,2018-09-01 00:00:00,01-Sep-2018,9,Autumn
2018,BAHAMAS,diving,M,,no,2018-08-28 00:00:00,Reported 28-Aug-2018,8,Summer
2018,USA,swimming,M,14,no,2018-08-24 00:00:00,24-Aug-2018,8,Summer
2018,BAHAMAS,fishing,M,29,no,2018-08-20 00:00:00,20-Aug-2018,8,Summer
2018,USA,surfing,M,14,no,2018-08-18 00:00:00,18-Aug-2018,8,Summer
2018,ITALY,playing,M,24,no,2018-08-18 00:00:00,18-Aug-2018,8,Summer
2018,BAHAMAS,standing,F,56,no,2018-08-15 00:00:00,15-Aug-2018,8,Summer
2018,USA,,M,,no,2018-08-15 00:00:00,15-Aug-2018,8,Summer
2018,USA,swimming,M,61,no,2018-08-15 00:00:00,15-Aug-2018,8,Summer
2018,USA,fishing,M,42,no,2018-08-09 00:00:00,09-Aug-2018,8,Summer
2018,USA,standing,M,16,no,2018-08-05 00:00:00,05-Aug-2018,8,Summer
2018,USA,swimming,F,a minor,no,2018-08-05 00:00:00,05-Aug-2018,8,Summer
2018,EGYPT,snorkeling,M,42,yes,2018-08-03 00:00:00,03-Aug-2018,8,Summer
2018,USA,surfing,M,14,no,2018-07-29 00:00:00,29-Jul-2018,7,Summer
2018,CHINA,putting hand in shark tank,F,6,no,2018-07-24 00:00:00,24-Jul-2018,7,Summer
2018,USA,boogie boarding,M,13,no,2018-07-18 00:00:00,18-Jul-2018,7,Summer
2018,USA,wading,F,12,no,2018-07-18 00:00:00,18-Jul-2018,7,Summer
2018,USA,surfing,F,,unknown,2018-07-16 00:00:00,Reported 16-Jul-2018,7,Summer
2018,COLOMBIA,fishing,M,62,unknown,2018-07-15 00:00:00,15-Jul-2018,7,Summer
2018,USA,wading,F,58,no,2018-07-14 00:00:00,14-Jul-2018,7,Summer
2018,USA,surfing,F,14,no,2018-07-14 00:00:00,14-Jul-2018,7,Summer
2018,USA,wading,M,17,no,2018-07-13 00:00:00,13-Jul-2018,7,Summer
2018,USA,surfing,M,30,no,2018-07-13 00:00:00,13-Jul-2018,7,Summer
2018,USA,surfing,M,14,no,2018-07-11 00:00:00,11-Jul-2018,7,Summer
2018,BAHAMAS,floating,F,19,no,2018-07-09 00:00:00,Reported 09-Jul-2018.,7,Summer
2018,USA,snorkeling,M,,no,2018-07-07 00:00:00,07-Jul-2018,7,Summer
2018,USA,boogie boarding,F,11,no,2018-07-02 00:00:00,02-Jul-2018,7,Summer
2018,USA,paddling,F,57,no,2018-06-25 00:00:00,25-Jun-2018,6,Summer
2018,USA,fishing,M,,no,2018-06-18 00:00:00,18-Jun-2018,6,Summer
2018,USA,standing,F,11,no,2018-06-18 00:00:00,18-Jun-2018,6,Summer
2018,USA,surfing,M,48,no,2018-06-09 00:00:00,09-Jun-2018,6,Summer
2018,AUSTRALIA,surfing,M,,no,2018-06-08 00:00:00,08-Jun-2018,6,Summer
2018,MEXICO,diving,M,,no,2018-06-04 00:00:00,04-Jun-2018,6,Summer
2018,AUSTRALIA,surfing,M,,no,2018-06-03 00:00:00,03-Jun-2018,6,Summer
2018,BRAZIL,swimming,M,18,yes,2018-06-03 00:00:00,03-Jun-2018,6,Summer
1018,EGYPT,diving,M,,no,1018-06-01 00:00:00,Jun-1018,6,Summer
2018,USA,fishing,M,52,no,2018-05-27 00:00:00,27-May-2018,5,Spring
2018,USA,walking,M,15,no,2018-05-26 00:00:00,26-May-2018,5,Spring
2018,USA,standing,M,12,no,2018-05-26 00:00:00,26-May-2018,5,Spring
2018,AUSTRALIA,feeding sharks,M,32,no,2018-05-24 00:00:00,24-May-2018,5,Spring
2018,USA,boogie boarding,M,10,no,2018-05-21 00:00:00,21-May-2018,5,Spring
2018,USA,swimming,M,10,no,2018-05-13 00:00:00,13-May-2018,5,Spring
2018,ENGLAND,fishing,M,21,no,2018-05-13 00:00:00,13-May-2018,5,Spring
2018,AUSTRALIA,feeding sharks,F,34,no,2018-05-01 00:00:00,May 2018,5,Spring
2018,SOUTH AFRICA,surfing,M,,no,2018-05-12 00:00:00,12-May-2018,5,Spring
2018,AUSTRALIA,surfing,M,,no,2018-05-09 00:00:00,09-May-2018,5,Spring
2018,THAILAND,swimming,M,,no,2018-04-30 00:00:00,Reported 30-Apr-2018,4,Spring
2018,USA,fishing,M,,no,2018-04-28 00:00:00,28-Apr-2018,4,Spring
2018,COSTA RICA,diving,M,30,no,2018-04-28 00:00:00,28-Apr-2018,4,Spring
2018,AUSTRALIA,surfing,M,,no,2018-04-28 00:00:00,28-Apr-2018,4,Spring
2018,AUSTRALIA,surfing,M,,no,2018-04-25 00:00:00,25-Apr-2018,4,Spring
2018,AUSTRALIA,surfing,M,60,no,2018-04-25 00:00:00,25-Apr-2018,4,Spring
2018,AUSTRALIA,surfing,M,,no,2018-04-24 00:00:00,24-Apr-2018,4,Spring
2018,MALDIVES,fishing,M,32,no,2018-04-23 00:00:00,23-Apr-2018,4,Spring
2018,SOUTH AFRICA,surf-skiing,M,33,no,2018-04-22 00:00:00,22-Apr-2018,4,Spring
2018,USA,body boarding,M,29,no,2018-04-19 00:00:00,19-Apr-2018,4,Spring
2018,THAILAND,swimming,M,54,no,2018-04-15 00:00:00,15-Apr-2018,4,Spring
2018,BRAZIL,swimming,M,34,unknown,2018-04-15 00:00:00,15-Apr-2018,4,Spring
2018,AUSTRALIA,surfing,M,41,no,2018-04-15 00:00:00,15-Apr-2018,4,Spring
2018,AUSTRALIA,surfing,M,37,no,2018-04-15 00:00:00,15-Apr-2018,4,Spring
2018,BAHAMAS,surfing,M,,no,2018-04-14 00:00:00,14-Apr-2018,4,Spring
2018,BRAZIL,fishing,M,56,no,2018-04-10 00:00:00,Reported 10-Apr-2018,4,Spring
2018,NEW CALEDONIA,foilboarding,M,17,no,2018-04-09 00:00:00,09-Apr-2018,4,Spring
2018,BAHAMAS,swimming,M,12,no,2018-04-05 00:00:00,05-Apr-2018,4,Spring
2018,SOUTH AFRICA,surfing,M,19,no,2018-04-03 00:00:00,03-Apr-2018,4,Spring
2018,USA,stand-up paddleboarding,M,25,no,2018-03-31 00:00:00,31-Mar-2018,3,Spring
2018,AUSTRALIA,wading,M,10,no,2018-03-14 00:00:00,14-Mar-2018,3,Spring
2018,AUSTRALIA,swimming,M,69,no,2018-03-09 00:00:00,9-Mar-2018,3,Spring
2018,AUSTRALIA,surfing,M,18,no,2018-03-09 00:00:00,9-Mar-2018,3,Spring
2018,SOUTH AFRICA,diving,M,38,no,2018-02-24 00:00:00,24-Feb-2018,2,Winter
2018,AUSTRALIA,swimming,F,55,no,2018-02-23 00:00:00,23-Feb-2018,2,Winter
2018,AUSTRALIA,fishing,M,34,no,2018-02-18 00:00:00,18-Feb-2018,2,Winter
2018,AUSTRALIA,walking,M,35,no,2018-02-15 00:00:00,15-Feb-2018,2,Winter
2018,AUSTRALIA,swimming,F,,no,2018-02-14 00:00:00,14-Feb-2018,2,Winter
2018,BRAZIL,cleaning fish,F,46,no,2018-02-11 00:00:00,11-Feb-2018,2,Winter
2018,ECUADOR,snorkeling,M,45,no,2018-02-03 00:00:00,03-Feb-2018,2,Winter
2018,AUSTRALIA,fishing,M,14,no,2018-02-01 00:00:00,01-Feb-2018,2,Winter
2018,AUSTRALIA,,M,18,no,2018-01-28 00:00:00,28-Jan-2018,1,Winter
2018,NEW CALEDONIA,fishing,M,40s,no,2018-01-21 00:00:00,21-Jan-2018,1,Winter
2018,FRENCH POLYNESIA,surfing,M,45,no,2018-01-17 00:00:00,17 Jan-2018,1,Winter
2018,AUSTRALIA,diving,M,,no,2018-01-14 00:00:00,14-Jan-2018,1,Winter
2018,AUSTRALIA,diving,M,28,no,2018-01-13 00:00:00,13-Jan-2018,1,Winter
2018,BRAZIL,surfing,M,20,no,2018-01-12 00:00:00,12-Jan-2018,1,Winter
2018,AUSTRALIA,surfing,M,,no,2018-01-05 00:00:00,05-Jan-2018,1,Winter
2017,USA,surfing,F,54,no,2017-12-31 00:00:00,31-Dec-2017,12,Winter
2017,USA,surfing,F,35,no,2017-12-30 00:00:00,30-Dec-2017,12,Winter
2017,MALAYSIA,fishing,M,24,no,2017-12-21 00:00:00,21-Dec-2017,12,Winter
2017,BAHAMAS,snorkeling,F,25,no,2017-12-09 00:00:00,09-Dec-2017,12,Winter
2017,COSTA RICA,diving,M,26,no,2017-11-30 00:00:00,30-Nov-2017,11,Autumn
2017,COSTA RICA,diving,F,49,yes,2017-11-30 00:00:00,30-Nov-2017,11,Autumn
2017,LIBYA,2 boats capsized,,,yes,2017-11-25 00:00:00,Reported 25-Nov-2017,11,Autumn
2017,USA,fishing,M,25,no,2017-11-24 00:00:00,24-Nov-2017,11,Autumn
2017,USA,surfing,F,14,no,2017-11-18 00:00:00,18-Nov-2017,11,Autumn
2017,,surfing,M,24,no,2017-11-13 00:00:00,Reported 13-Nov-2017,11,Autumn
2017,AUSTRALIA,surfing,M,25,no,2017-11-13 00:00:00,13-Nov-2017,11,Autumn
2017,CUBA,bathing,M,22,yes,2017-11-04 00:00:00,04-Nov-2017,11,Autumn
2017,USA,surfing,M,20s,no,2017-11-02 00:00:00,02-Nov-2017,11,Autumn
2017,AUSTRALIA,snorkeling,M,7,no,2017-10-31 00:00:00,Reported 31-Oct-2017,10,Autumn
2017,AUSTRALIA,surfing,M,31,no,2017-10-28 00:00:00,28-Oct-2017,10,Autumn
2017,USA,stand-up paddleboarding,M,,no,2017-10-26 00:00:00,26-Oct-2017,10,Autumn
2017,MAURITIUS,swimming,M,,no,2017-10-23 00:00:00,23-Oct-2017,10,Autumn
2017,USA,surfing,M,17,no,2017-10-23 00:00:00,23-Oct-2017,10,Autumn
2017,USA,swimming,F,60,no,2017-10-23 00:00:00,23-Oct-2017,10,Autumn
2017,AUSTRALIA,fishing,F,15,no,2017-10-22 00:00:00,22-Oct-2017,10,Autumn
2017,NEW ZEALAND,kayaking,M,,no,2017-10-21 00:00:00,21-Oct-2017,10,Autumn
2017,USA,swimming,M,,no,2017-10-18 00:00:00,18-Oct-2017,10,Autumn
2017,USA,surfing,M,54,no,2017-10-09 00:00:00,09-Oct-2017,10,Autumn
2017,USA,snorkeling,F,40,no,2017-10-05 00:00:00,05-Oct-2017,10,Autumn
2017,SOUTH AFRICA,diving,M,31,unknown,2017-10-01 00:00:00,01-Oct-2017,10,Autumn
2017,USA,surfing,M,,no,2017-09-25 00:00:00,25-Sep-2017,9,Autumn
2017,AUSTRALIA,surfing,M,,no,2017-09-25 00:00:00,25-Sep-2017,9,Autumn
2017,USA,surfing,M,33,unknown,2017-09-24 00:00:00,24-Sep-2017,9,Autumn
2017,USA,surfing,M,,no,2017-09-24 00:00:00,24-Sep-2017,9,Autumn
2017,USA,surfing,M,,no,2017-09-20 00:00:00,20-Sep-2017,9,Autumn
2017,SPAIN,surfing,M,13,no,2017-09-16 00:00:00,16-Sep-2017,9,Autumn
2017,USA,surfing,M,28,no,2017-09-16 00:00:00,16-Sep-2017,9,Autumn
2017,SOUTH AFRICA,diving,M,25,unknown,2017-09-15 00:00:00,15-Sep-2017,9,Autumn
2017,SAMOA,fishing,M,,no,2017-09-15 00:00:00,15-Sep-2017,9,Autumn
2017,AUSTRALIA,fishing,,,no,2017-09-01 00:00:00,Sep-2017,9,Autumn
2017,USA,surfing,M,18,no,2017-09-13 00:00:00,13-Sep-2017,9,Autumn
2017,AUSTRALIA,swimming,M,,no,2017-09-10 00:00:00,10-Sep-2017,9,Autumn
2017,AUSTRALIA,surfing,M,35,no,2017-09-10 00:00:00,10-Sep-2017,9,Autumn
2017,SOLOMON ISLANDS,fishing,M,,no,2017-09-06 00:00:00,Reported 06-Sep-2017,9,Autumn
2017,SOUTH AFRICA,swimming,M,,yes,2017-09-03 00:00:00,03-Sep-2017,9,Autumn
2017,JAPAN,surfing,M,42,no,2017-09-03 00:00:00,03-Sep-2017,9,Autumn
2017,USA,swimming,M,,no,2017-09-02 00:00:00,02-Sep-2017,9,Autumn
2017,USA,swimming,F,,no,2017-09-02 00:00:00,02-Sep-2017,9,Autumn
2017,USA,surfing,M,17,no,2017-09-02 00:00:00,02-Sep-2017,9,Autumn
2017,AUSTRALIA,surfing,M,37,no,2017-08-29 00:00:00,29-Aug-2017,8,Summer
2017,USA,wading,F,3,no,2017-08-27 00:00:00,27-Aug-2017,8,Summer
2017,SPAIN,swimming,F,11,unknown,2017-08-26 00:00:00,26-Aug-2017,8,Summer
2017,NEW ZEALAND,canoeing,M,,no,2017-08-26 00:00:00,26-Aug-2017,8,Summer
